,Token,Frequency_x,Frequency_y,Ratio
570,Islamic,0.0,0.000273414077336,0.0
577,Washington,0.0,0.000270295285579,0.0
576,expects,0.0,0.000270327772993,0.0
575,U.S,0.0,0.00027045772265,0.0
574,Vice,0.0,0.000270490210064,0.0
573,financial,0.0,0.000271302395417,0.0
572,Daily,0.0,0.00027305671578,0.0
571,London,0.0,0.000273349102508,0.0
569,Record,0.0,0.000274031338204,0.0
561,Air,0.0,0.000282510553293,0.0
568,Now,0.0,0.000275265859941,0.0
567,probe,0.0,0.000275395809598,0.0
566,de,0.0,0.000276240482365,0.0
565,Stocks,0.0,0.000277637441173,0.0
564,25,0.0,0.000278124752385,0.0
563,11,0.0,0.000278384651698,0.0
562,Corporate,0.0,0.000280691258101,0.0
541,End,0.0,0.000319546205403,0.0
508,results,0.0,0.00051151433551,0.0
539,Support,0.0,0.000324256880453,0.0
538,Partner,0.0,0.000324971603563,0.0
517,Affirms,0.0,0.000395924116028,0.0
516,Meeting,0.0,0.000406450038207,0.0
515,quarter,0.0,0.000406904862005,0.0
514,April,0.0,0.000409991166347,0.0
513,9,0.0,0.00042337598097,0.0
512,Announce,0.0,0.000435493786441,0.0
511,Ukraine,0.0,0.000448553726922,0.0
510,posts,0.0,0.000481138603297,0.0
509,Release,0.0,0.000511221948783,0.0
507,March,0.0,0.000530129623808,0.0
506,Fourth,0.0,0.000569276957837,0.0
505,Present,0.0,0.000678337207078,0.0
504,earnings,0.0,0.000682560570916,0.0
503,Q3,0.0,0.000701370783698,0.0
502,2013,0.0,0.000767872520427,0.0
501,Q1,0.0,0.000932973559046,0.0
500,per,0.0,0.0010583749776,0.0
518,Notes,0.0,0.0003806875188,0.0
519,Provides,0.0,0.000374417447873,0.0
520,System,0.0,0.000374060086317,0.0
530,Pharmaceuticals,0.0,0.00033783661956,0.0
537,appoints,0.0,0.000326206125301,0.0
536,Joins,0.0,0.000328350294633,0.0
535,euro,0.0,0.000330819338107,0.0
534,PRESS,0.0,0.000333743205379,0.0
533,price,0.0,0.000335335088672,0.0
532,Home,0.0,0.000337381795762,0.0
531,Solution,0.0,0.000337804132146,0.0
529,France,0.0,0.000337901594388,0.0
521,Cloud,0.0,0.000363046852926,0.0
528,Full,0.0,0.000340338150448,0.0
527,offer,0.0,0.000344561514285,0.0
526,Stable,0.0,0.000352163569192,0.0
525,General,0.0,0.000352943267131,0.0
524,Awards,0.0,0.000360382884967,0.0
523,7,0.0,0.000361877306018,0.0
522,Investor,0.0,0.00036236461723,0.0
579,Clinical,0.0,0.000269190713499,0.0
